"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"14:24:53:114","2518154076843470","  15.068","   5.000"," 1300","   2.830"," 211.061","  58.628","   0.493"," 175.004","  48.612"," 66","0","   0.662","  17.446","   4.846","  28.000","  850"
"14:24:53:213","2518154344432954","  15.167","   8.000"," 1300","   3.156"," 211.374","  58.715","   0.798"," 175.083","  48.634"," 66","0","   0.713","  17.517","   4.866","  28.000","  850"
"14:24:53:312","2518154610347592","  15.265","   9.000"," 1600","   3.178"," 211.687","  58.802","   0.844"," 175.167","  48.657"," 66","0","   0.699","  17.586","   4.885","  28.000","  850"
"14:24:53:409","2518154874153476","  15.363","   8.000"," 1300","   3.082"," 211.988","  58.885","   0.746"," 175.240","  48.678"," 65","0","   0.701","  17.654","   4.904","  28.000","  850"
"14:24:53:514","2518155156899344","  15.468","   7.000"," 1300","   3.058"," 212.308","  58.974","   0.708"," 175.314","  48.698"," 65","0","   0.699","  17.728","   4.924","  28.000","  850"
"14:24:53:610","2518155415657143","  15.564","  28.000"," 1600","   7.375"," 213.015","  59.171","   4.601"," 175.755","  48.821"," 69","0","   1.335","  17.856","   4.960","  28.000","  500"
"14:24:53:712","2518155690313935","  15.665","  25.000"," 3100","  10.670"," 214.100","  59.472","   7.166"," 176.484","  49.023"," 71","0","   1.426","  18.001","   5.000","  28.000","  850"
"14:24:53:810","2518155957489762","  15.764","  20.000"," 1600","   4.452"," 214.541","  59.595","   2.119"," 176.693","  49.081"," 67","0","   0.786","  18.078","   5.022","  28.000","  500"
"14:24:53:913","2518156233216498","  15.866","  15.000"," 1300","   4.251"," 214.975","  59.715","   1.460"," 176.842","  49.123"," 67","0","   0.787","  18.159","   5.044","  28.000","  500"
"14:24:54:011","2518156499821158","  15.965","   8.000"," 1600","   3.048"," 215.276","  59.799","   0.719"," 176.914","  49.143"," 65","0","   0.696","  18.227","   5.063","  28.000","  500"
"14:24:54:109","2518156763499609","  16.063","   7.000"," 1600","   3.040"," 215.573","  59.881","   0.707"," 176.983","  49.162"," 65","0","   0.696","  18.295","   5.082","  28.000","  500"
"14:24:54:212","2518157042083894","  16.166","  16.000"," 1300","   4.833"," 216.072","  60.020","   2.406"," 177.231","  49.231"," 67","0","   0.866","  18.385","   5.107","  28.000","  500"
"14:24:54:311","2518157309059576","  16.265","   6.000"," 1300","   2.905"," 216.359","  60.100","   0.594"," 177.290","  49.247"," 65","0","   0.620","  18.446","   5.124","  28.000","  500"
"14:24:54:412","2518157580733191","  16.366","   8.000"," 1600","   3.185"," 216.679","  60.189","   0.848"," 177.375","  49.271"," 65","0","   0.697","  18.516","   5.143","  28.000","  500"
"14:24:54:513","2518157855239152","  16.467","   9.000"," 1300","   3.221"," 217.007","  60.280","   0.867"," 177.463","  49.295"," 65","0","   0.711","  18.588","   5.163","  28.000","  500"
"14:24:54:610","2518158115716341","  16.564","   7.000"," 1300","   2.969"," 217.293","  60.359","   0.643"," 177.525","  49.313"," 64","0","   0.682","  18.654","   5.182","  28.000","  500"
"14:24:54:710","2518158385314376","  16.664","  14.000"," 1300","   6.205"," 217.913","  60.531","   3.357"," 177.860","  49.406"," 65","0","   1.110","  18.765","   5.213","  28.000","  850"
"14:24:54:812","2518158660314232","  16.765","   6.000"," 1600","   2.962"," 218.215","  60.615","   0.620"," 177.924","  49.423"," 65","0","   0.683","  18.835","   5.232","  28.000","  850"
"14:24:54:909","2518158923485866","  16.863","  22.000"," 3100","   9.190"," 219.110","  60.864","   6.908"," 178.597","  49.610"," 74","0","   0.759","  18.909","   5.252","  28.000","  700"
"14:24:55:010","2518159196065926","  16.964","   9.000"," 1300","   5.911"," 219.707","  61.030","   3.588"," 178.959","  49.711"," 65","0","   0.698","  18.979","   5.272","  28.000","  500"
"14:24:55:112","2518159472163574","  17.066","   3.000"," 1300","   2.802"," 219.994","  61.109","   0.390"," 178.999","  49.722"," 64","0","   0.654","  19.046","   5.291","  28.000","  500"
"14:24:55:185","2518159667340584","  17.138","   9.000"," 2700","   3.359"," 220.237","  61.177","   0.932"," 179.066","  49.741"," 65","0","   0.726","  19.098","   5.305","  28.000","  500"

"Total Elapsed Time (sec) = 17.138433"
"Measured RDTSC Frequency (GHz) = 2.700"

"Cumulative Processor Energy_0 (Joules) = 220.236572"
"Cumulative Processor Energy_0 (mWh) = 61.176826"
"Average Processor Power_0 (Watt) = 12.850450"

"Cumulative IA Energy_0 (Joules) = 179.066345"
"Cumulative IA Energy_0 (mWh) = 49.740651"
"Average IA Power_0 (Watt) = 10.448234"

"Cumulative DRAM Energy_0 (Joules) = 19.098450"
"Cumulative DRAM Energy_0 (mWh) = 5.305125"
"Average DRAM Power_0 (Watt) = 1.114364"
