"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"14:23:42:812","2517964266514320","  39.471","  77.000"," 3000","  20.620"," 834.859"," 231.905","  18.429"," 744.958"," 206.933","105","0","   0.914","  41.256","  11.460","  28.000","  850"
"14:23:42:910","2517964531105731","  39.569","  76.000"," 3100","  20.296"," 836.848"," 232.458","  18.104"," 746.732"," 207.426","104","0","   0.860","  41.341","  11.484","  28.000","  850"
"14:23:43:012","2517964806358593","  39.671","  85.000"," 3000","  21.038"," 838.993"," 233.054","  18.718"," 748.640"," 207.956","103","0","   1.084","  41.451","  11.514","  28.000","  700"
"14:23:43:107","2517965064309360","  39.767","  87.000"," 3000","  21.534"," 841.051"," 233.625","  19.146"," 750.470"," 208.464","104","0","   1.349","  41.580","  11.550","  28.000","  500"
"14:23:43:212","2517965346499605","  39.871","  90.000"," 3100","  21.352"," 843.282"," 234.245","  18.956"," 752.451"," 209.014","104","0","   1.341","  41.720","  11.589","  28.000","  500"
"14:23:43:307","2517965604649413","  39.967","  84.000"," 2900","  21.011"," 845.291"," 234.803","  18.684"," 754.237"," 209.510","104","0","   1.216","  41.836","  11.621","  28.000","  500"
"14:23:43:410","2517965883049155","  40.070","  85.000"," 3000","  21.189"," 847.476"," 235.410","  18.812"," 756.177"," 210.049","103","0","   1.290","  41.969","  11.658","  28.000","  500"
"14:23:43:508","2517966147860907","  40.168","  86.000"," 3100","  21.034"," 849.539"," 235.983","  18.719"," 758.013"," 210.559","104","0","   1.218","  42.089","  11.691","  28.000","  500"
"14:23:43:608","2517966415267977","  40.267","  84.000"," 3000","  21.168"," 851.636"," 236.565","  18.865"," 759.882"," 211.078","104","0","   1.200","  42.208","  11.724","  28.000","  500"
"14:23:43:707","2517966684142890","  40.367","  90.000"," 2900","  22.748"," 853.901"," 237.195","  19.936"," 761.867"," 211.630","104","0","   1.742","  42.381","  11.773","  28.000","  600"
"14:23:43:811","2517966964255377","  40.470","  62.000"," 3100","  20.666"," 856.045"," 237.790","  18.371"," 763.773"," 212.159","105","0","   1.194","  42.505","  11.807","  28.000","  500"
"14:23:43:907","2517967223611614","  40.566","  52.000"," 3100","  20.067"," 857.973"," 238.326","  17.849"," 765.488"," 212.635","104","0","   0.810","  42.583","  11.829","  28.000","  500"
"14:23:44:008","2517967496106165","  40.667","  52.000"," 3000","  20.373"," 860.029"," 238.897","  18.154"," 767.320"," 213.144","104","0","   0.805","  42.664","  11.851","  28.000","  500"
"14:23:44:112","2517967776479823","  40.771","  52.000"," 2900","  20.473"," 862.155"," 239.487","  18.254"," 769.215"," 213.671","105","0","   0.807","  42.748","  11.874","  28.000","  500"
"14:23:44:211","2517968044644567","  40.870","  53.000"," 3000","  20.217"," 864.163"," 240.045","  18.009"," 771.004"," 214.168","104","0","   0.812","  42.829","  11.897","  28.000","  500"
"14:23:44:307","2517968303979150","  40.966","  52.000"," 3100","  20.369"," 866.119"," 240.589","  18.163"," 772.749"," 214.652","105","0","   0.804","  42.906","  11.918","  28.000","  500"
"14:23:44:412","2517968586554556","  41.071","  52.000"," 3100","  20.072"," 868.220"," 241.172","  17.816"," 774.613"," 215.170","104","0","   1.015","  43.012","  11.948","  28.000","  500"
"14:23:44:512","2517968856556050","  41.171","  52.000"," 3100","  20.170"," 870.237"," 241.732","  17.887"," 776.402"," 215.667","104","0","   1.257","  43.138","  11.983","  28.000","  500"
"14:23:44:608","2517969115295847","  41.267","  52.000"," 3100","  20.574"," 872.209"," 242.280","  18.275"," 778.154"," 216.154","103","0","   1.390","  43.271","  12.020","  28.000","  500"
"14:23:44:707","2517969384133680","  41.367","  80.000"," 3000","  22.204"," 874.420"," 242.894","  19.665"," 780.112"," 216.698","104","0","   1.467","  43.417","  12.060","  28.000","  850"
"14:23:44:812","2517969666526050","  41.471","  76.000"," 3100","  20.669"," 876.581"," 243.495","  18.475"," 782.044"," 217.234","104","0","   0.845","  43.505","  12.085","  28.000","  850"
"14:23:44:911","2517969933193281","  41.570","  77.000"," 3000","  20.521"," 878.608"," 244.058","  18.336"," 783.855"," 217.737","105","0","   0.834","  43.588","  12.108","  28.000","  850"
"14:23:45:008","2517970196723541","  41.668","  76.000"," 2900","  20.081"," 880.568"," 244.602","  17.927"," 785.605"," 218.224","104","0","   0.782","  43.664","  12.129","  28.000","  850"
"14:23:45:111","2517970473722163","  41.770","  76.000"," 3100","  20.491"," 882.671"," 245.186","  18.312"," 787.483"," 218.745","105","0","   0.798","  43.746","  12.152","  28.000","  850"
"14:23:45:212","2517970746909702","  41.871","  77.000"," 2900","  20.199"," 884.714"," 245.754","  18.029"," 789.308"," 219.252","104","0","   0.806","  43.828","  12.174","  28.000","  850"
"14:23:45:309","2517971009131455","  41.968","  76.000"," 3000","  20.650"," 886.720"," 246.311","  18.482"," 791.103"," 219.751","105","0","   0.802","  43.905","  12.196","  28.000","  850"
"14:23:45:407","2517971273883585","  42.066","  77.000"," 2900","  20.213"," 888.702"," 246.862","  18.039"," 792.872"," 220.242","104","0","   0.812","  43.985","  12.218","  28.000","  850"
"14:23:45:508","2517971546783805","  42.168","  77.000"," 3000","  20.479"," 890.772"," 247.437","  18.300"," 794.721"," 220.756","105","0","   0.803","  44.066","  12.241","  28.000","  850"
"14:23:45:608","2517971815242234","  42.267","  77.000"," 2900","  20.502"," 892.811"," 248.003","  18.325"," 796.543"," 221.262","105","0","   0.809","  44.147","  12.263","  28.000","  850"
"14:23:45:708","2517972086339820","  42.367","  85.000"," 2900","  21.737"," 894.993"," 248.609","  19.230"," 798.474"," 221.798","105","0","   1.230","  44.270","  12.297","  28.000","  850"
"14:23:45:812","2517972366512562","  42.471","  77.000"," 2900","  20.175"," 897.087"," 249.191","  17.981"," 800.340"," 222.317","104","0","   0.918","  44.365","  12.324","  28.000","  850"
"14:23:45:908","2517972626970450","  42.568","  77.000"," 2900","  20.191"," 899.035"," 249.732","  18.020"," 802.079"," 222.800","104","0","   0.809","  44.443","  12.345","  28.000","  850"
"14:23:46:009","2517972899555451","  42.669","  77.000"," 3100","  20.318"," 901.086"," 250.302","  18.141"," 803.910"," 223.308","104","0","   0.831","  44.527","  12.369","  28.000","  850"
"14:23:46:107","2517973163157654","  42.766","  82.000"," 3000","  21.355"," 903.171"," 250.881","  19.040"," 805.769"," 223.825","105","0","   1.013","  44.626","  12.396","  28.000","  750"
"14:23:46:207","2517973433953017","  42.867","  87.000"," 3100","  21.017"," 905.279"," 251.466","  18.643"," 807.639"," 224.344","104","0","   1.341","  44.761","  12.434","  28.000","  500"
"14:23:46:308","2517973705011615","  42.967","  84.000"," 3000","  21.230"," 907.410"," 252.058","  18.918"," 809.538"," 224.872","105","0","   1.172","  44.878","  12.466","  28.000","  500"
"14:23:46:407","2517973974185019","  43.067","  86.000"," 3100","  20.994"," 909.503"," 252.640","  18.704"," 811.403"," 225.390","105","0","   1.171","  44.995","  12.499","  28.000","  500"
"14:23:46:509","2517974249847456","  43.169","  85.000"," 3000","  21.357"," 911.684"," 253.245","  19.012"," 813.344"," 225.929","105","0","   1.220","  45.120","  12.533","  28.000","  500"
"14:23:46:609","2517974519825412","  43.269","  86.000"," 2900","  21.140"," 913.798"," 253.833","  18.824"," 815.226"," 226.452","105","0","   1.180","  45.238","  12.566","  28.000","  500"
"14:23:46:712","2517974796077196","  43.371","  90.000"," 3000","  22.817"," 916.132"," 254.481","  19.995"," 817.272"," 227.020","104","0","   1.599","  45.401","  12.611","  28.000","  750"
"14:23:46:808","2517975055664598","  43.467","  83.000"," 2900","  20.991"," 918.151"," 255.042","  18.674"," 819.068"," 227.519","105","0","   1.215","  45.518","  12.644","  28.000","  500"
"14:23:46:909","2517975327947118","  43.568","  86.000"," 3100","  20.652"," 920.233"," 255.620","  18.348"," 820.918"," 228.033","104","0","   1.220","  45.641","  12.678","  28.000","  500"
"14:23:47:012","2517975606548769","  43.671","  58.000"," 3000","  20.398"," 922.338"," 256.205","  18.087"," 822.784"," 228.551","105","0","   1.208","  45.766","  12.713","  28.000","  500"
"14:23:47:112","2517975876507624","  43.771","  50.000"," 3100","  20.023"," 924.340"," 256.761","  17.803"," 824.564"," 229.046","105","0","   0.809","  45.847","  12.735","  28.000","  500"
"14:23:47:212","2517976146537051","  43.871","  50.000"," 3100","  20.260"," 926.366"," 257.324","  18.047"," 826.369"," 229.547","105","0","   0.775","  45.924","  12.757","  28.000","  500"
"14:23:47:312","2517976416516276","  43.971","  50.000"," 2900","  19.959"," 928.362"," 257.878","  17.749"," 828.144"," 230.040","104","0","   0.770","  46.001","  12.778","  28.000","  500"
"14:23:47:407","2517976674020013","  44.067","  50.000"," 3000","  19.924"," 930.262"," 258.406","  17.722"," 829.834"," 230.510","104","0","   0.771","  46.075","  12.799","  28.000","  500"
"14:23:47:508","2517976946205663","  44.167","  50.000"," 3100","  19.948"," 932.273"," 258.965","  17.678"," 831.616"," 231.005","104","0","   1.139","  46.190","  12.830","  28.000","  500"
"14:23:47:610","2517977221579182","  44.269","  51.000"," 3000","  20.216"," 934.335"," 259.538","  17.912"," 833.443"," 231.512","105","0","   1.341","  46.326","  12.868","  28.000","  500"
"14:23:47:712","2517977496523191","  44.371","  66.000"," 3000","  21.681"," 936.543"," 260.151","  19.036"," 835.382"," 232.051","105","0","   1.663","  46.496","  12.915","  28.000","  850"
"14:23:47:808","2517977756281356","  44.467","  75.000"," 2900","  20.344"," 938.500"," 260.695","  18.158"," 837.129"," 232.536","105","0","   0.889","  46.581","  12.939","  28.000","  850"
"14:23:47:908","2517978027320172","  44.568","  75.000"," 2900","  19.946"," 940.503"," 261.251","  17.781"," 838.914"," 233.032","104","0","   0.793","  46.661","  12.961","  28.000","  850"
"14:23:48:010","2517978301974804","  44.670","  75.000"," 3100","  20.237"," 942.562"," 261.823","  18.057"," 840.751"," 233.542","104","0","   0.791","  46.741","  12.984","  28.000","  850"
"14:23:48:110","2517978571915305","  44.770","  75.000"," 3100","  20.096"," 944.571"," 262.381","  17.922"," 842.542"," 234.040","105","0","   0.789","  46.820","  13.006","  28.000","  850"
"14:23:48:212","2517978846494061","  44.871","  75.000"," 3100","  20.269"," 946.632"," 262.953","  18.086"," 844.382"," 234.550","104","0","   0.797","  46.901","  13.028","  28.000","  850"
"14:23:48:312","2517979116505062","  44.971","  75.000"," 2900","  20.361"," 948.668"," 263.519","  18.188"," 846.201"," 235.056","105","0","   0.789","  46.980","  13.050","  28.000","  850"
"14:23:48:410","2517979381988898","  45.070","  75.000"," 3000","  19.929"," 950.628"," 264.063","  17.761"," 847.947"," 235.541","104","0","   0.785","  47.057","  13.071","  28.000","  850"
"14:23:48:512","2517979656557799","  45.171","  75.000"," 3000","  20.547"," 952.717"," 264.644","  18.365"," 849.815"," 236.060","105","0","   0.797","  47.138","  13.094","  28.000","  850"
"14:23:48:608","2517979915248786","  45.267","  75.000"," 2800","  20.245"," 954.657"," 265.183","  18.061"," 851.545"," 236.540","105","0","   0.798","  47.215","  13.115","  28.000","  850"
"14:23:48:709","2517980187889125","  45.368","  83.000"," 3100","  21.584"," 956.837"," 265.788","  19.044"," 853.468"," 237.075","104","0","   1.232","  47.339","  13.150","  28.000","  850"
"14:23:48:810","2517980461255026","  45.469","  75.000"," 2800","  20.250"," 958.887"," 266.358","  18.065"," 855.297"," 237.583","104","0","   0.831","  47.423","  13.173","  28.000","  850"
"14:23:48:910","2517980732336544","  45.570","  75.000"," 2900","  20.069"," 960.902"," 266.917","  17.896"," 857.094"," 238.082","104","0","   0.794","  47.503","  13.195","  28.000","  850"
"14:23:49:012","2517981006514869","  45.671","  75.000"," 3100","  20.092"," 962.942"," 267.484","  17.908"," 858.913"," 238.587","104","0","   0.786","  47.583","  13.217","  28.000","  850"
"14:23:49:108","2517981266232822","  45.767","  73.000"," 3100","  20.183"," 964.884"," 268.023","  18.011"," 860.646"," 239.068","105","0","   0.785","  47.658","  13.238","  28.000","  850"
"14:23:49:211","2517981543970998","  45.870","  79.000"," 2800","  20.151"," 966.957"," 268.599","  17.946"," 862.492"," 239.581","104","0","   0.899","  47.751","  13.264","  28.000","  850"
"14:23:49:308","2517981806272578","  45.967","  84.000"," 3100","  21.457"," 969.041"," 269.178","  19.043"," 864.342"," 240.095","105","0","   1.209","  47.868","  13.297","  28.000","  500"
"14:23:49:408","2517982075808958","  46.067","  84.000"," 3000","  21.114"," 971.149"," 269.764","  18.746"," 866.213"," 240.615","105","0","   1.282","  47.996","  13.332","  28.000","  500"
"14:23:49:507","2517982344171618","  46.167","  82.000"," 3000","  20.443"," 973.181"," 270.328","  18.156"," 868.018"," 241.116","105","0","   1.142","  48.110","  13.364","  28.000","  500"
"14:23:49:613","2517982628928732","  46.272","  84.000"," 2900","  21.056"," 975.402"," 270.945","  18.710"," 869.991"," 241.664","104","0","   1.241","  48.241","  13.400","  28.000","  500"
"14:23:49:709","2517982889530920","  46.369","  91.000"," 3100","  22.326"," 977.557"," 271.544","  19.547"," 871.878"," 242.188","104","0","   1.584","  48.394","  13.443","  28.000","  700"
"14:23:49:810","2517983160867009","  46.469","  83.000"," 3000","  21.139"," 979.681"," 272.134","  18.809"," 873.768"," 242.713","105","0","   1.184","  48.513","  13.476","  28.000","  500"
"14:23:49:912","2517983437690533","  46.572","  85.000"," 2900","  20.643"," 981.798"," 272.722","  18.336"," 875.648"," 243.236","105","0","   1.185","  48.634","  13.509","  28.000","  500"
"14:23:50:010","2517983701699590","  46.670","  69.000"," 2900","  20.162"," 983.769"," 273.269","  17.794"," 877.388"," 243.719","105","0","   1.354","  48.767","  13.546","  28.000","  500"
"14:23:50:112","2517983976507417","  46.771","  50.000"," 2900","  20.035"," 985.809"," 273.836","  17.818"," 879.202"," 244.223","104","0","   0.816","  48.850","  13.569","  28.000","  500"
"14:23:50:207","2517984234352194","  46.867","  50.000"," 3000","  19.845"," 987.704"," 274.362","  17.646"," 880.887"," 244.691","105","0","   0.784","  48.924","  13.590","  28.000","  500"
"14:23:50:312","2517984516539121","  46.971","  50.000"," 3100","  19.988"," 989.793"," 274.942","  17.769"," 882.744"," 245.207","104","0","   0.778","  49.006","  13.613","  28.000","  500"
"14:23:50:411","2517984783181620","  47.070","  50.000"," 3000","  20.253"," 991.793"," 275.498","  18.027"," 884.524"," 245.701","105","0","   0.790","  49.084","  13.634","  28.000","  500"
"14:23:50:512","2517985056551001","  47.171","  50.000"," 3100","  19.767"," 993.795"," 276.054","  17.541"," 886.300"," 246.195","104","0","   0.919","  49.177","  13.660","  28.000","  500"
"14:23:50:607","2517985314132882","  47.267","  52.000"," 3100","  20.336"," 995.735"," 276.593","  18.063"," 888.024"," 246.673","104","0","   1.281","  49.299","  13.694","  28.000","  500"
"14:23:50:711","2517985592772627","  47.370","  62.000"," 3100","  21.615"," 997.965"," 277.213","  18.938"," 889.978"," 247.216","104","0","   1.820","  49.487","  13.746","  28.000","  850"
"14:23:50:810","2517985861195338","  47.469","  70.000"," 3000","  20.852","1000.039"," 277.788","  18.613"," 891.829"," 247.730","105","0","   1.078","  49.594","  13.776","  28.000","  850"
"14:23:50:908","2517986125606461","  47.567","  76.000"," 2900","  20.295","1002.026"," 278.341","  18.113"," 893.602"," 248.223","105","0","   0.815","  49.674","  13.798","  28.000","  850"
"14:23:51:011","2517986402846328","  47.670","  76.000"," 2900","  19.682","1004.047"," 278.902","  17.516"," 895.401"," 248.723","104","0","   0.791","  49.755","  13.821","  28.000","  850"
"14:23:51:111","2517986675022975","  47.771","  76.000"," 3000","  20.280","1006.091"," 279.470","  18.096"," 897.225"," 249.229","104","0","   0.793","  49.835","  13.843","  28.000","  850"
"14:23:51:210","2517986942481387","  47.870","  77.000"," 3000","  20.227","1008.095"," 280.026","  18.051"," 899.013"," 249.726","104","0","   0.805","  49.915","  13.865","  28.000","  850"
"14:23:51:311","2517987212973519","  47.970","  76.000"," 3000","  20.067","1010.106"," 280.585","  17.891"," 900.806"," 250.224","104","0","   0.788","  49.994","  13.887","  28.000","  850"
"14:23:51:412","2517987486503997","  48.071","  76.000"," 3100","  20.487","1012.181"," 281.161","  18.295"," 902.659"," 250.739","104","0","   0.830","  50.078","  13.911","  28.000","  850"
"14:23:51:510","2517987752643972","  48.170","  77.000"," 3100","  19.941","1014.147"," 281.707","  17.766"," 904.411"," 251.225","104","0","   0.869","  50.164","  13.934","  28.000","  850"
"14:23:51:608","2517988016339157","  48.268","  76.000"," 3100","  20.541","1016.153"," 282.265","  18.342"," 906.202"," 251.723","105","0","   0.893","  50.251","  13.959","  28.000","  850"
"14:23:51:711","2517988294651554","  48.371","  83.000"," 3000","  21.529","1018.372"," 282.881","  18.994"," 908.160"," 252.267","104","0","   1.256","  50.380","  13.995","  28.000","  850"
"14:23:51:808","2517988556866617","  48.468","  76.000"," 3100","  20.332","1020.347"," 283.430","  18.146"," 909.922"," 252.756","105","0","   0.851","  50.463","  14.017","  28.000","  850"
"14:23:51:909","2517988827345339","  48.568","  76.000"," 3000","  19.923","1022.343"," 283.984","  17.749"," 911.700"," 253.250","104","0","   0.822","  50.545","  14.040","  28.000","  850"
"14:23:52:012","2517989106571101","  48.671","  76.000"," 3000","  20.505","1024.463"," 284.573","  18.321"," 913.595"," 253.776","105","0","   0.816","  50.630","  14.064","  28.000","  850"
"14:23:52:110","2517989372506950","  48.770","  85.000"," 2900","  20.907","1026.523"," 285.145","  18.579"," 915.425"," 254.285","104","0","   1.084","  50.737","  14.093","  28.000","  700"
"14:23:52:207","2517989633730264","  48.867","  85.000"," 2900","  20.805","1028.536"," 285.704","  18.432"," 917.208"," 254.780","104","0","   1.284","  50.861","  14.128","  28.000","  500"
"14:23:52:307","2517989903107854","  48.966","  84.000"," 3100","  21.164","1030.647"," 286.291","  18.792"," 919.083"," 255.301","104","0","   1.305","  50.991","  14.164","  28.000","  500"
"14:23:52:408","2517990176349150","  49.068","  86.000"," 2900","  21.000","1032.773"," 286.881","  18.674"," 920.973"," 255.826","105","0","   1.252","  51.118","  14.199","  28.000","  500"
"14:23:52:510","2517990451141902","  49.169","  86.000"," 3100","  20.759","1034.885"," 287.468","  18.392"," 922.845"," 256.346","104","0","   1.291","  51.249","  14.236","  28.000","  500"
"14:23:52:613","2517990728318856","  49.272","  87.000"," 2900","  20.997","1037.041"," 288.067","  18.678"," 924.763"," 256.879","105","0","   1.252","  51.378","  14.272","  28.000","  500"
"14:23:52:710","2517990990621636","  49.369","  91.000"," 2900","  22.599","1039.237"," 288.677","  19.739"," 926.680"," 257.411","104","0","   1.670","  51.540","  14.317","  28.000","  850"
"14:23:52:810","2517991259950926","  49.469","  87.000"," 3100","  21.081","1041.339"," 289.261","  18.649"," 928.541"," 257.928","104","0","   1.281","  51.668","  14.352","  28.000","  500"
"14:23:52:911","2517991534504257","  49.571","  72.000"," 2900","  20.347","1043.409"," 289.836","  17.970"," 930.368"," 258.436","104","0","   1.388","  51.809","  14.391","  28.000","  500"
"14:23:53:007","2517991793118927","  49.666","  52.000"," 3100","  20.036","1045.328"," 290.369","  17.806"," 932.074"," 258.909","105","0","   0.838","  51.889","  14.414","  28.000","  500"
"14:23:53:112","2517992076483981","  49.771","  52.000"," 2900","  19.880","1047.414"," 290.948","  17.655"," 933.927"," 259.424","104","0","   0.816","  51.975","  14.437","  28.000","  500"
"14:23:53:211","2517992343233118","  49.870","  52.000"," 3100","  20.017","1049.392"," 291.498","  17.796"," 935.685"," 259.912","104","0","   0.802","  52.054","  14.459","  28.000","  500"
"14:23:53:308","2517992606849844","  49.968","  52.000"," 3000","  19.937","1051.339"," 292.038","  17.739"," 937.417"," 260.394","105","0","   0.787","  52.131","  14.481","  28.000","  500"
"14:23:53:412","2517992886518712","  50.071","  51.000"," 3100","  20.165","1053.427"," 292.619","  17.942"," 939.275"," 260.910","104","0","   0.794","  52.213","  14.504","  28.000","  500"
"14:23:53:512","2517993155980233","  50.171","  52.000"," 3000","  20.367","1055.460"," 293.183","  18.148"," 941.087"," 261.413","105","0","   0.793","  52.292","  14.526","  28.000","  500"
"14:23:53:608","2517993415308966","  50.267","  52.000"," 3000","  19.740","1057.356"," 293.710","  17.487"," 942.766"," 261.880","104","0","   1.062","  52.394","  14.554","  28.000","  500"
"14:23:53:707","2517993683148189","  50.366","  61.000"," 3100","  21.595","1059.498"," 294.305","  18.950"," 944.646"," 262.402","104","0","   1.747","  52.568","  14.602","  28.000","  850"
"14:23:53:812","2517993966509058","  50.471","  52.000"," 3100","  20.108","1061.609"," 294.891","  17.811"," 946.515"," 262.921","103","0","   1.431","  52.718","  14.644","  28.000","  850"
"14:23:53:912","2517994236502035","  50.571","  77.000"," 3000","  20.430","1063.652"," 295.459","  18.240"," 948.339"," 263.428","104","0","   0.858","  52.804","  14.668","  28.000","  850"
"14:23:54:009","2517994499534427","  50.669","  76.000"," 3100","  20.127","1065.612"," 296.003","  17.959"," 950.089"," 263.914","105","0","   0.794","  52.881","  14.689","  28.000","  850"
"14:23:54:112","2517994776200550","  50.771","  76.000"," 3000","  20.376","1067.700"," 296.583","  18.184"," 951.952"," 264.431","105","0","   0.799","  52.963","  14.712","  28.000","  850"
"14:23:54:208","2517995034537960","  50.867","  77.000"," 2900","  19.970","1069.611"," 297.114","  17.809"," 953.656"," 264.905","105","0","   0.800","  53.039","  14.733","  28.000","  850"
"14:23:54:309","2517995307049017","  50.968","  76.000"," 3000","  19.950","1071.625"," 297.674","  17.770"," 955.450"," 265.403","104","0","   0.796","  53.120","  14.755","  28.000","  850"
"14:23:54:410","2517995579830170","  51.069","  76.000"," 3000","  20.594","1073.705"," 298.252","  18.413"," 957.310"," 265.920","105","0","   0.801","  53.201","  14.778","  28.000","  850"
"14:23:54:512","2517995856543678","  51.171","  77.000"," 3100","  20.050","1075.760"," 298.822","  17.859"," 959.141"," 266.428","104","0","   0.802","  53.283","  14.801","  28.000","  850"
"14:23:54:614","2517996130804185","  51.273","  78.000"," 3000","  20.337","1077.826"," 299.396","  18.169"," 960.986"," 266.941","105","0","   0.828","  53.367","  14.824","  28.000","  850"
"14:23:54:707","2517996383179959","  51.366","  83.000"," 3000","  21.997","1079.882"," 299.967","  19.430"," 962.802"," 267.445","105","0","   1.277","  53.486","  14.857","  28.000","  850"
"14:23:54:811","2517996663293256","  51.470","  76.000"," 3100","  20.219","1081.980"," 300.550","  18.026"," 964.673"," 267.965","105","0","   0.852","  53.575","  14.882","  28.000","  850"
"14:23:54:911","2517996933709215","  51.570","  77.000"," 2900","  20.030","1083.986"," 301.107","  17.849"," 966.460"," 268.461","104","0","   0.828","  53.658","  14.905","  28.000","  850"
"14:23:55:008","2517997194336519","  51.667","  76.000"," 3000","  19.773","1085.895"," 301.637","  17.617"," 968.161"," 268.934","104","0","   0.796","  53.734","  14.926","  28.000","  850"
"14:23:55:108","2517997464337563","  51.767","  76.000"," 2900","  20.140","1087.909"," 302.197","  17.965"," 969.958"," 269.433","104","0","   0.796","  53.814","  14.948","  28.000","  850"
"14:23:55:211","2517997742492520","  51.870","  80.000"," 3000","  20.338","1090.004"," 302.779","  18.140"," 971.826"," 269.952","104","0","   0.918","  53.909","  14.975","  28.000","  850"
"14:23:55:312","2517998016703098","  51.972","  86.000"," 3100","  21.436","1092.181"," 303.384","  18.990"," 973.755"," 270.488","104","0","   1.296","  54.040","  15.011","  28.000","  500"
"14:23:55:407","2517998273141994","  52.067","  87.000"," 2900","  20.702","1094.148"," 303.930","  18.394"," 975.502"," 270.973","104","0","   1.206","  54.155","  15.043","  28.000","  500"
"14:23:55:507","2517998543131389","  52.167","  88.000"," 3000","  21.063","1096.254"," 304.515","  18.740"," 977.376"," 271.493","105","0","   1.228","  54.278","  15.077","  28.000","  500"
"14:23:55:611","2517998822964786","  52.270","  86.000"," 3000","  20.821","1098.412"," 305.114","  18.479"," 979.291"," 272.025","105","0","   1.220","  54.404","  15.112","  28.000","  500"
"14:23:55:711","2517999093700893","  52.370","  91.000"," 2900","  22.433","1100.661"," 305.739","  19.650"," 981.262"," 272.573","105","0","   1.616","  54.566","  15.157","  28.000","  700"
"14:23:55:810","2517999360431469","  52.469","  86.000"," 3000","  20.910","1102.727"," 306.313","  18.542"," 983.094"," 273.082","105","0","   1.259","  54.690","  15.192","  28.000","  500"
"14:23:55:911","2517999633537270","  52.570","  83.000"," 3000","  20.232","1104.774"," 306.882","  17.926"," 984.907"," 273.585","104","0","   1.232","  54.815","  15.226","  28.000","  500"
"14:23:56:007","2517999893131887","  52.667","  86.000"," 3100","  20.704","1106.764"," 307.435","  18.397"," 986.676"," 274.077","105","0","   1.209","  54.931","  15.259","  28.000","  500"
"14:23:56:112","2518000176322431","  52.771","  75.000"," 3000","  20.746","1108.940"," 308.039","  18.375"," 988.603"," 274.612","104","0","   1.421","  55.080","  15.300","  28.000","  500"
"14:23:56:211","2518000443260850","  52.870","  52.000"," 3000","  19.808","1110.899"," 308.583","  17.578"," 990.341"," 275.095","105","0","   0.887","  55.168","  15.324","  28.000","  500"
"14:23:56:308","2518000704347481","  52.967","  52.000"," 3100","  19.576","1112.792"," 309.109","  17.379"," 992.021"," 275.562","104","0","   0.790","  55.245","  15.346","  28.000","  500"
"14:23:56:408","2518000974617985","  53.067","  52.000"," 3000","  20.076","1114.801"," 309.667","  17.861"," 993.809"," 276.058","105","0","   0.810","  55.326","  15.368","  28.000","  500"
"14:23:56:512","2518001255688507","  53.171","  52.000"," 3000","  19.871","1116.870"," 310.242","  17.661"," 995.648"," 276.569","105","0","   0.805","  55.409","  15.392","  28.000","  500"
"14:23:56:608","2518001515675362","  53.267","  52.000"," 3100","  20.154","1118.811"," 310.781","  17.907"," 997.372"," 277.048","105","0","   0.921","  55.498","  15.416","  28.000","  500"
"14:23:56:712","2518001795951208","  53.371","  61.000"," 3100","  20.655","1120.955"," 311.376","  18.187"," 999.260"," 277.572","104","0","   1.507","  55.655","  15.460","  28.000","  500"
"14:23:56:808","2518002055671714","  53.467","  52.000"," 3000","  20.326","1122.910"," 311.920","  18.033","1000.995"," 278.054","104","0","   1.320","  55.782","  15.495","  28.000","  500"
"14:23:56:912","2518002336142356","  53.571","  53.000"," 3100","  20.371","1125.026"," 312.507","  18.072","1002.872"," 278.576","103","0","   1.394","  55.926","  15.535","  28.000","  500"
"14:23:57:009","2518002598719609","  53.669","  76.000"," 3100","  20.583","1127.028"," 313.063","  18.400","1004.662"," 279.073","104","0","   0.839","  56.008","  15.558","  28.000","  500"
"14:23:57:107","2518002863233620","  53.767","  76.000"," 2900","  20.341","1129.021"," 313.617","  18.168","1006.442"," 279.567","105","0","   0.789","  56.085","  15.579","  28.000","  500"
"14:23:57:212","2518003146522876","  53.872","  76.000"," 3000","  19.748","1131.093"," 314.193","  17.571","1008.285"," 280.079","104","0","   0.787","  56.168","  15.602","  28.000","  500"
"14:23:57:310","2518003411181760","  53.970","  76.000"," 3000","  19.970","1133.051"," 314.736","  17.802","1010.030"," 280.564","104","0","   0.793","  56.246","  15.624","  28.000","  500"
"14:23:57:408","2518003675847085","  54.068","  76.000"," 3000","  20.236","1135.034"," 315.287","  18.066","1011.801"," 281.056","105","0","   0.788","  56.323","  15.645","  28.000","  500"
"14:23:57:508","2518003944209544","  54.167","  77.000"," 2900","  20.090","1137.031"," 315.842","  17.923","1013.583"," 281.551","105","0","   0.788","  56.401","  15.667","  28.000","  500"
