"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"14:19:32:600","2517288715240236","  29.146","  97.000"," 3000","  19.434"," 552.235"," 153.398","  17.311"," 487.508"," 135.419","105","0","   0.682","  24.003","   6.667","  28.000","  850"
"14:19:32:701","2517288986898645","  29.247","  92.000"," 2900","  20.987"," 554.346"," 153.985","  18.515"," 489.371"," 135.936","105","0","   1.076","  24.111","   6.697","  28.000","  850"
"14:19:32:804","2517289266060477","  29.350","  93.000"," 3000","  19.457"," 556.358"," 154.544","  17.305"," 491.161"," 136.434","105","0","   0.802","  24.194","   6.720","  28.000","  850"
"14:19:32:900","2517289526430000","  29.447","  95.000"," 2800","  19.206"," 558.210"," 155.058","  17.073"," 492.807"," 136.891","103","0","   0.694","  24.261","   6.739","  28.000","  850"
"14:19:33:004","2517289806482835","  29.551","  97.000"," 3000","  19.734"," 560.257"," 155.627","  17.599"," 494.633"," 137.398","105","0","   0.703","  24.333","   6.759","  28.000","  850"
"14:19:33:100","2517290064300252","  29.646","  97.000"," 3000","  19.542"," 562.123"," 156.145","  17.409"," 496.295"," 137.860","104","0","   0.681","  24.398","   6.777","  28.000","  850"
"14:19:33:201","2517290337914505","  29.747","  99.000"," 3000","  19.602"," 564.110"," 156.697","  17.489"," 498.067"," 138.352","105","0","   0.680","  24.467","   6.797","  28.000","  850"
"14:19:33:301","2517290606723664","  29.847","  92.000"," 2800","  19.700"," 566.071"," 157.242","  17.459"," 499.806"," 138.835","105","0","   0.837","  24.551","   6.820","  28.000","  700"
"14:19:33:404","2517290886630081","  29.951","  91.000"," 2900","  19.550"," 568.098"," 157.805","  17.400"," 501.609"," 139.336","105","0","   0.771","  24.631","   6.842","  28.000","  700"
"14:19:33:503","2517291152349630","  30.049","  95.000"," 2800","  19.490"," 570.016"," 158.338","  17.338"," 503.316"," 139.810","104","0","   0.682","  24.698","   6.861","  28.000","  700"
"14:19:33:604","2517291425946675","  30.150","  93.000"," 3000","  19.353"," 571.977"," 158.883","  17.217"," 505.061"," 140.295","105","0","   0.721","  24.771","   6.881","  28.000","  700"
"14:19:33:700","2517291686428518","  30.247","  90.000"," 2800","  20.262"," 573.932"," 159.426","  17.790"," 506.777"," 140.771","102","0","   1.059","  24.873","   6.909","  28.000","  850"
"14:19:33:800","2517291956123562","  30.347","  99.000"," 2900","  19.918"," 575.922"," 159.978","  17.767"," 508.552"," 141.264","105","0","   0.819","  24.955","   6.932","  28.000","  850"
"14:19:33:904","2517292236498351","  30.451","  97.000"," 3000","  19.505"," 577.947"," 160.541","  17.360"," 510.354"," 141.765","104","0","   0.681","  25.026","   6.952","  28.000","  850"
"14:19:34:004","2517292506208536","  30.550","  97.000"," 2800","  19.559"," 579.901"," 161.084","  17.427"," 512.095"," 142.249","105","0","   0.694","  25.095","   6.971","  28.000","  850"
"14:19:34:104","2517292776513954","  30.651","  97.000"," 2900","  19.349"," 581.838"," 161.622","  17.227"," 513.820"," 142.728","104","0","   0.676","  25.163","   6.990","  28.000","  850"
"14:19:34:203","2517293044320753","  30.750","  97.000"," 2800","  19.396"," 583.762"," 162.156","  17.275"," 515.534"," 143.204","105","0","   0.685","  25.231","   7.008","  28.000","  850"
"14:19:34:300","2517293305262436","  30.846","  96.000"," 3100","  19.288"," 585.626"," 162.674","  17.146"," 517.191"," 143.664","104","0","   0.685","  25.297","   7.027","  28.000","  850"
"14:19:34:401","2517293577665085","  30.947","  99.000"," 2900","  19.679"," 587.612"," 163.225","  17.556"," 518.962"," 144.156","104","0","   0.668","  25.364","   7.046","  28.000","  850"
"14:19:34:504","2517293855061507","  31.050","  97.000"," 3000","  19.457"," 589.611"," 163.781","  17.320"," 520.741"," 144.650","104","0","   0.681","  25.434","   7.065","  28.000","  850"
"14:19:34:602","2517294120621552","  31.148","  97.000"," 2900","  19.502"," 591.529"," 164.314","  17.380"," 522.451"," 145.125","104","0","   0.683","  25.501","   7.084","  28.000","  850"
"14:19:34:704","2517294396471048","  31.251","  92.000"," 3000","  20.619"," 593.636"," 164.899","  18.154"," 524.306"," 145.640","105","0","   1.067","  25.610","   7.114","  28.000","  850"
"14:19:34:799","2517294653060088","  31.346","  97.000"," 3000","  19.705"," 595.508"," 165.419","  17.391"," 525.958"," 146.100","105","0","   0.922","  25.698","   7.138","  28.000","  500"
"14:19:34:903","2517294932348910","  31.449","  96.000"," 3100","  19.925"," 597.569"," 165.991","  17.355"," 527.754"," 146.598","105","0","   0.788","  25.779","   7.161","  28.000","  500"
"14:19:35:003","2517295203809232","  31.550","  97.000"," 3100","  19.317"," 599.512"," 166.531","  17.169"," 529.480"," 147.078","105","0","   0.685","  25.848","   7.180","  28.000","  500"
"14:19:35:104","2517295476466836","  31.651","  99.000"," 2900","  19.892"," 601.520"," 167.089","  17.689"," 531.266"," 147.574","105","0","   0.839","  25.933","   7.204","  28.000","  600"
"14:19:35:204","2517295746516792","  31.751","  99.000"," 2900","  19.440"," 603.465"," 167.629","  17.308"," 532.997"," 148.055","105","0","   0.685","  26.002","   7.223","  28.000","  600"
"14:19:35:302","2517296011796394","  31.849","  99.000"," 3000","  19.142"," 605.346"," 168.152","  17.017"," 534.669"," 148.519","104","0","   0.691","  26.069","   7.241","  28.000","  600"
"14:19:35:399","2517296273406717","  31.946","  97.000"," 3000","  19.372"," 607.223"," 168.673","  17.237"," 536.340"," 148.983","104","0","   0.688","  26.136","   7.260","  28.000","  600"
"14:19:35:500","2517296544720630","  32.046","  97.000"," 2900","  19.695"," 609.202"," 169.223","  17.549"," 538.103"," 149.473","105","0","   0.717","  26.208","   7.280","  28.000","  550"
"14:19:35:600","2517296815240532","  32.146","  95.000"," 2700","  19.304"," 611.136"," 169.760","  17.115"," 539.818"," 149.949","105","0","   0.836","  26.292","   7.303","  28.000","  500"
"14:19:35:702","2517297089401581","  32.248","  99.000"," 2900","  20.682"," 613.236"," 170.343","  18.174"," 541.664"," 150.462","105","0","   1.157","  26.409","   7.336","  28.000","  850"
"14:19:35:801","2517297356864259","  32.347","  99.000"," 2900","  19.344"," 615.153"," 170.876","  17.219"," 543.369"," 150.936","105","0","   0.715","  26.480","   7.356","  28.000","  850"
"14:19:35:903","2517297633082779","  32.449","  99.000"," 3000","  19.188"," 617.116"," 171.421","  17.054"," 545.114"," 151.421","104","0","   0.687","  26.550","   7.375","  28.000","  850"
"14:19:36:001","2517297897575112","  32.547","  91.000"," 3000","  19.282"," 619.005"," 171.946","  17.135"," 546.793"," 151.887","105","0","   0.701","  26.619","   7.394","  28.000","  850"
"14:19:36:102","2517298169709612","  32.648","  99.000"," 2800","  19.528"," 620.973"," 172.492","  17.280"," 548.534"," 152.371","105","0","   0.682","  26.688","   7.413","  28.000","  850"
"14:19:36:204","2517298446472248","  32.751","  99.000"," 2800","  19.502"," 622.972"," 173.048","  17.015"," 550.279"," 152.855","104","0","   0.667","  26.756","   7.432","  28.000","  850"
"14:19:36:304","2517298716471525","  32.851","  99.000"," 2900","  19.216"," 624.893"," 173.582","  17.092"," 551.988"," 153.330","104","0","   0.665","  26.823","   7.451","  28.000","  850"
"14:19:36:401","2517298977944823","  32.948","  99.000"," 2900","  19.513"," 626.783"," 174.106","  17.379"," 553.671"," 153.797","105","0","   0.681","  26.889","   7.469","  28.000","  850"
"14:19:36:502","2517299249517792","  33.048","  96.000"," 2700","  19.464"," 628.741"," 174.650","  17.321"," 555.413"," 154.281","104","0","   0.694","  26.959","   7.488","  28.000","  850"
"14:19:36:600","2517299515234011","  33.147","  99.000"," 3000","  19.097"," 630.620"," 175.172","  16.980"," 557.084"," 154.746","104","0","   0.662","  27.024","   7.507","  28.000","  850"
"14:19:36:700","2517299783728935","  33.246","  95.000"," 2900","  20.723"," 632.681"," 175.745","  18.227"," 558.897"," 155.249","105","0","   1.089","  27.132","   7.537","  28.000","  850"
"14:19:36:800","2517300054030735","  33.346","  99.000"," 3000","  19.562"," 634.640"," 176.289","  17.393"," 560.638"," 155.733","105","0","   0.799","  27.212","   7.559","  28.000","  850"
"14:19:36:902","2517300329116635","  33.448","  90.000"," 2900","  19.044"," 636.580"," 176.828","  16.914"," 562.361"," 156.211","105","0","   0.687","  27.282","   7.578","  28.000","  850"
"14:19:37:004","2517300606485787","  33.551","  99.000"," 2900","  19.102"," 638.542"," 177.373","  16.964"," 564.104"," 156.696","104","0","   0.686","  27.352","   7.598","  28.000","  850"
"14:19:37:100","2517300866252961","  33.647","  99.000"," 2800","  19.314"," 640.401"," 177.889","  17.195"," 565.758"," 157.155","105","0","   0.657","  27.416","   7.615","  28.000","  850"
"14:19:37:204","2517301145354475","  33.750","  99.000"," 3000","  19.298"," 642.396"," 178.443","  17.155"," 567.532"," 157.648","104","0","   0.671","  27.485","   7.635","  28.000","  850"
"14:19:37:301","2517301407210372","  33.847","  98.000"," 2800","  19.722"," 644.308"," 178.975","  17.208"," 569.201"," 158.111","104","0","   0.687","  27.552","   7.653","  28.000","  850"
"14:19:37:404","2517301686529005","  33.951","  95.000"," 3000","  19.226"," 646.297"," 179.527","  16.974"," 570.957"," 158.599","104","0","   0.671","  27.621","   7.673","  28.000","  850"
"14:19:37:501","2517301948177404","  34.048","  99.000"," 2900","  19.388"," 648.176"," 180.049","  17.255"," 572.629"," 159.064","105","0","   0.664","  27.685","   7.690","  28.000","  850"
"14:19:37:601","2517302217931056","  34.148","  99.000"," 2900","  19.169"," 650.091"," 180.581","  17.038"," 574.331"," 159.536","105","0","   0.669","  27.752","   7.709","  28.000","  850"
"14:19:37:699","2517302483066304","  34.246","  95.000"," 2900","  20.162"," 652.071"," 181.131","  17.676"," 576.067"," 160.019","103","0","   1.044","  27.855","   7.737","  28.000","  850"
"14:19:37:804","2517302766499746","  34.351","  97.000"," 3000","  19.502"," 654.119"," 181.700","  17.351"," 577.889"," 160.525","105","0","   0.783","  27.937","   7.760","  28.000","  850"
"14:19:37:904","2517303036543756","  34.451","  95.000"," 2800","  19.117"," 656.031"," 182.231","  16.977"," 579.587"," 160.996","105","0","   0.697","  28.007","   7.780","  28.000","  850"
"14:19:38:001","2517303298160373","  34.548","  99.000"," 2900","  19.094"," 657.881"," 182.745","  16.959"," 581.230"," 161.453","104","0","   0.692","  28.074","   7.798","  28.000","  850"
"14:19:38:104","2517303574626993","  34.650","  99.000"," 2900","  19.541"," 659.882"," 183.301","  17.234"," 582.995"," 161.943","105","0","   0.666","  28.142","   7.817","  28.000","  850"
"14:19:38:200","2517303833928492","  34.746","  99.000"," 3000","  19.100"," 661.716"," 183.810","  17.159"," 584.643"," 162.401","104","0","   0.675","  28.207","   7.835","  28.000","  850"
"14:19:38:301","2517304108523691","  34.848","  97.000"," 2800","  19.052"," 663.654"," 184.348","  16.928"," 586.364"," 162.879","105","0","   0.669","  28.275","   7.854","  28.000","  850"
"14:19:38:404","2517304385682831","  34.950","  99.000"," 2800","  19.216"," 665.627"," 184.896","  17.088"," 588.118"," 163.366","104","0","   0.667","  28.343","   7.873","  28.000","  850"
"14:19:38:504","2517304656467658","  35.051","  99.000"," 2900","  19.089"," 667.541"," 185.428","  16.973"," 589.821"," 163.839","104","0","   0.655","  28.409","   7.891","  28.000","  850"
"14:19:38:600","2517304915241655","  35.147","  99.000"," 2800","  19.311"," 669.392"," 185.942","  17.182"," 591.468"," 164.297","104","0","   0.669","  28.473","   7.909","  28.000","  850"
"14:19:38:704","2517305195988960","  35.251","  95.000"," 2900","  20.372"," 671.510"," 186.531","  17.911"," 593.330"," 164.814","105","0","   1.041","  28.581","   7.939","  28.000","  850"
"14:19:38:804","2517305464977732","  35.350","  86.000"," 2800","  18.454"," 673.349"," 187.041","  16.246"," 594.949"," 165.263","104","0","   0.803","  28.661","   7.961","  28.000","  850"
"14:19:38:899","2517305723033667","  35.446","  99.000"," 2900","  19.107"," 675.175"," 187.549","  16.993"," 596.573"," 165.715","105","0","   0.688","  28.727","   7.980","  28.000","  850"
"14:19:39:004","2517306006471312","  35.551","  99.000"," 2900","  18.979"," 677.167"," 188.102","  16.850"," 598.342"," 166.206","104","0","   0.691","  28.800","   8.000","  28.000","  850"
"14:19:39:102","2517306270267831","  35.648","  99.000"," 2900","  19.261"," 679.049"," 188.625","  17.125"," 600.015"," 166.671","104","0","   0.664","  28.864","   8.018","  28.000","  850"
"14:19:39:203","2517306543292995","  35.750","  99.000"," 2800","  19.054"," 680.976"," 189.160","  16.935"," 601.727"," 167.146","104","0","   0.668","  28.932","   8.037","  28.000","  850"
"14:19:39:300","2517306804483294","  35.846","  95.000"," 3000","  19.235"," 682.837"," 189.677","  17.101"," 603.382"," 167.606","104","0","   0.685","  28.998","   8.055","  28.000","  850"
"14:19:39:404","2517307086490395","  35.951","  99.000"," 2800","  19.264"," 684.849"," 190.236","  17.142"," 605.172"," 168.103","105","0","   0.667","  29.068","   8.074","  28.000","  850"
"14:19:39:502","2517307350427596","  36.049","  99.000"," 3000","  18.991"," 686.706"," 190.752","  16.854"," 606.820"," 168.561","104","0","   0.661","  29.133","   8.092","  28.000","  850"
"14:19:39:603","2517307623728730","  36.150","  99.000"," 2800","  19.246"," 688.654"," 191.293","  17.119"," 608.553"," 169.042","104","0","   0.676","  29.201","   8.111","  28.000","  850"
"14:19:39:704","2517307896484350","  36.251","  86.000"," 3000","  19.756"," 690.650"," 191.847","  17.238"," 610.294"," 169.526","105","0","   1.062","  29.308","   8.141","  28.000","  850"
"14:19:39:799","2517308153162577","  36.346","  99.000"," 2900","  19.201"," 692.475"," 192.354","  17.054"," 611.915"," 169.977","105","0","   0.780","  29.382","   8.162","  28.000","  850"
"14:19:39:900","2517308425031553","  36.447","  99.000"," 2800","  19.094"," 694.398"," 192.888","  16.931"," 613.620"," 170.450","104","0","   0.755","  29.458","   8.183","  28.000","  850"
"14:19:40:004","2517308704584354","  36.550","  99.000"," 2900","  19.220"," 696.388"," 193.441","  17.094"," 615.390"," 170.942","105","0","   0.708","  29.532","   8.203","  28.000","  850"
"14:19:40:100","2517308964530214","  36.646","  98.000"," 3000","  19.101"," 698.227"," 193.952","  16.940"," 617.021"," 171.395","104","0","   0.695","  29.599","   8.222","  28.000","  850"
"14:19:40:204","2517309246477381","  36.751","  91.000"," 2900","  18.732"," 700.183"," 194.495","  16.587"," 618.753"," 171.876","105","0","   0.677","  29.669","   8.241","  28.000","  850"
"14:19:40:304","2517309516485325","  36.851","  99.000"," 2800","  19.025"," 702.086"," 195.024","  16.905"," 620.444"," 172.346","104","0","   0.666","  29.736","   8.260","  28.000","  850"
"14:19:40:404","2517309784585350","  36.950","  99.000"," 2800","  19.099"," 703.982"," 195.551","  16.974"," 622.129"," 172.814","104","0","   0.677","  29.803","   8.279","  28.000","  850"
"14:19:40:504","2517310056471759","  37.051","  99.000"," 2800","  19.313"," 705.927"," 196.091","  17.188"," 623.860"," 173.295","105","0","   0.660","  29.870","   8.297","  28.000","  850"
"14:19:40:601","2517310317799356","  37.148","  99.000"," 2900","  19.143"," 707.780"," 196.605","  17.008"," 625.507"," 173.752","105","0","   0.670","  29.935","   8.315","  28.000","  850"
"14:19:40:700","2517310583745567","  37.246","  91.000"," 3000","  19.947"," 709.745"," 197.151","  17.496"," 627.230"," 174.231","104","0","   1.045","  30.037","   8.344","  28.000","  850"
"14:19:40:804","2517310865901153","  37.351","  99.000"," 2800","  19.335"," 711.765"," 197.713","  17.172"," 629.025"," 174.729","105","0","   0.791","  30.120","   8.367","  28.000","  850"
"14:19:40:904","2517311136700413","  37.451","  99.000"," 2800","  18.771"," 713.648"," 198.236","  16.642"," 630.694"," 175.193","104","0","   0.683","  30.189","   8.386","  28.000","  850"
"14:19:41:004","2517311406426600","  37.551","  99.000"," 2900","  19.108"," 715.557"," 198.766","  16.973"," 632.389"," 175.664","104","0","   0.690","  30.258","   8.405","  28.000","  850"
"14:19:41:100","2517311665455732","  37.647","  94.000"," 2800","  19.009"," 717.380"," 199.272","  16.875"," 634.008"," 176.113","104","0","   0.667","  30.322","   8.423","  28.000","  850"
"14:19:41:200","2517311934827176","  37.746","  99.000"," 2700","  19.228"," 719.299"," 199.805","  17.093"," 635.714"," 176.587","105","0","   0.671","  30.388","   8.441","  28.000","  850"
"14:19:41:300","2517312205900410","  37.847","  99.000"," 2900","  18.823"," 721.189"," 200.330","  16.707"," 637.391"," 177.053","104","0","   0.658","  30.455","   8.460","  28.000","  850"
"14:19:41:401","2517312478263831","  37.948","  99.000"," 2900","  19.298"," 723.135"," 200.871","  17.171"," 639.123"," 177.534","105","0","   0.667","  30.522","   8.478","  28.000","  850"
"14:19:41:504","2517312755532411","  38.050","  99.000"," 2900","  18.988"," 725.085"," 201.413","  16.850"," 640.854"," 178.015","104","0","   0.667","  30.590","   8.497","  28.000","  850"
"14:19:41:600","2517313015275033","  38.147","  97.000"," 3000","  18.982"," 726.911"," 201.920","  16.857"," 642.475"," 178.465","105","0","   0.671","  30.655","   8.515","  28.000","  850"
"14:19:41:703","2517313292592612","  38.249","  95.000"," 2900","  20.090"," 728.975"," 202.493","  17.633"," 644.287"," 178.968","104","0","   1.031","  30.761","   8.545","  28.000","  850"
"14:19:41:804","2517313566512226","  38.351","  99.000"," 2900","  19.186"," 730.921"," 203.034","  17.048"," 646.016"," 179.449","105","0","   0.771","  30.839","   8.566","  28.000","  850"
"14:19:41:903","2517313832343207","  38.449","  99.000"," 2800","  19.114"," 732.803"," 203.556","  16.964"," 647.686"," 179.913","104","0","   0.705","  30.909","   8.586","  28.000","  850"
"14:19:42:004","2517314106471171","  38.551","  99.000"," 3000","  19.169"," 734.750"," 204.097","  17.046"," 649.417"," 180.394","105","0","   0.691","  30.979","   8.605","  28.000","  850"
"14:19:42:104","2517314376493509","  38.651","  91.000"," 2800","  18.650"," 736.615"," 204.615","  16.497"," 651.067"," 180.852","104","0","   0.674","  31.046","   8.624","  28.000","  850"
"14:19:42:200","2517314635755708","  38.747","  99.000"," 2900","  19.063"," 738.445"," 205.124","  16.938"," 652.694"," 181.304","104","0","   0.667","  31.110","   8.642","  28.000","  850"
"14:19:42:302","2517314910386391","  38.849","  99.000"," 2900","  19.132"," 740.391"," 205.664","  16.995"," 654.422"," 181.784","104","0","   0.665","  31.178","   8.660","  28.000","  850"
"14:19:42:404","2517315186494475","  38.951","  99.000"," 2800","  19.255"," 742.360"," 206.211","  17.130"," 656.174"," 182.271","105","0","   0.665","  31.246","   8.679","  28.000","  850"
"14:19:42:504","2517315454109064","  39.050","  99.000"," 2900","  18.877"," 744.232"," 206.731","  16.747"," 657.834"," 182.732","104","0","   0.654","  31.311","   8.697","  28.000","  850"
"14:19:42:600","2517315715220742","  39.147","  97.000"," 3000","  19.189"," 746.087"," 207.246","  17.056"," 659.483"," 183.190","104","0","   0.677","  31.376","   8.716","  28.000","  850"
"14:19:42:703","2517315991302624","  39.249","  95.000"," 2900","  20.237"," 748.157"," 207.821","  17.782"," 661.302"," 183.695","105","0","   1.042","  31.483","   8.745","  28.000","  850"
"14:19:42:804","2517316265801814","  39.351","  99.000"," 3000","  19.022"," 750.091"," 208.358","  16.858"," 663.016"," 184.171","105","0","   0.797","  31.564","   8.768","  28.000","  850"
"14:19:42:904","2517316536558177","  39.451","  99.000"," 2900","  18.984"," 751.994"," 208.887","  16.848"," 664.705"," 184.640","104","0","   0.694","  31.633","   8.787","  28.000","  850"
"14:19:43:004","2517316806492612","  39.551","  91.000"," 2800","  18.888"," 753.883"," 209.412","  16.736"," 666.379"," 185.105","105","0","   0.703","  31.704","   8.807","  28.000","  850"
"14:19:43:102","2517317071035165","  39.649","  99.000"," 3000","  18.969"," 755.741"," 209.928","  16.841"," 668.029"," 185.564","104","0","   0.662","  31.769","   8.825","  28.000","  850"
"14:19:43:203","2517317342736909","  39.749","  99.000"," 2800","  19.175"," 757.671"," 210.464","  17.036"," 669.743"," 186.040","105","0","   0.668","  31.836","   8.843","  28.000","  850"
"14:19:43:303","2517317612625519","  39.849","  99.000"," 2800","  18.975"," 759.568"," 210.991","  16.845"," 671.427"," 186.508","105","0","   0.664","  31.902","   8.862","  28.000","  850"
"14:19:43:400","2517317875465596","  39.947","  99.000"," 2800","  19.168"," 761.434"," 211.509","  17.050"," 673.087"," 186.969","105","0","   0.663","  31.967","   8.880","  28.000","  850"
"14:19:43:503","2517318151601133","  40.049","  97.000"," 2800","  18.641"," 763.340"," 212.039","  16.506"," 674.775"," 187.438","104","0","   0.676","  32.036","   8.899","  28.000","  850"
"14:19:43:600","2517318415224195","  40.147","  98.000"," 2900","  19.237"," 765.219"," 212.561","  17.105"," 676.445"," 187.901","105","0","   0.666","  32.101","   8.917","  28.000","  850"
"14:19:43:700","2517318684618156","  40.246","  95.000"," 2900","  20.047"," 767.219"," 213.116","  17.546"," 678.196"," 188.388","104","0","   1.065","  32.207","   8.946","  28.000","  850"
"14:19:43:801","2517318956028402","  40.347","  99.000"," 2800","  19.050"," 769.134"," 213.648","  16.864"," 679.891"," 188.859","105","0","   0.809","  32.289","   8.969","  28.000","  850"
"14:19:43:903","2517319232315169","  40.449","  98.000"," 3000","  19.138"," 771.092"," 214.192","  16.949"," 681.626"," 189.340","105","0","   0.700","  32.360","   8.989","  28.000","  850"
"14:19:44:000","2517319494898440","  40.547","  69.000"," 2900","  17.967"," 772.840"," 214.678","  15.741"," 683.157"," 189.766","105","0","   0.723","  32.431","   9.008","  28.000","  850"
"14:19:44:103","2517319772990193","  40.650","  99.000"," 2900","  19.188"," 774.816"," 215.227","  17.039"," 684.912"," 190.253","105","0","   0.667","  32.499","   9.028","  28.000","  850"
"14:19:44:200","2517320032999170","  40.746","  97.000"," 2900","  18.910"," 776.637"," 215.733","  16.725"," 686.522"," 190.701","104","0","   0.677","  32.564","   9.046","  28.000","  850"
"14:19:44:301","2517320307543183","  40.848","  99.000"," 2900","  19.098"," 778.579"," 216.272","  16.912"," 688.242"," 191.178","105","0","   0.670","  32.633","   9.065","  28.000","  850"
"14:19:44:405","2517320586480384","  40.951","  94.000"," 3000","  18.805"," 780.522"," 216.812","  16.629"," 689.960"," 191.656","105","0","   0.673","  32.702","   9.084","  28.000","  850"
"14:19:44:505","2517320856491379","  41.051","  76.000"," 2900","  18.282"," 782.350"," 217.320","  16.076"," 691.568"," 192.102","104","0","   0.676","  32.770","   9.103","  28.000","  850"
"14:19:44:600","2517321115250154","  41.147","  99.000"," 3000","  19.446"," 784.214"," 217.837","  17.288"," 693.225"," 192.562","105","0","   0.667","  32.834","   9.120","  28.000","  850"
"14:19:44:700","2517321383297250","  41.246","  95.000"," 2800","  19.954"," 786.195"," 218.388","  17.462"," 694.958"," 193.044","103","0","   1.041","  32.937","   9.149","  28.000","  850"
"14:19:44:805","2517321666506163","  41.351","  99.000"," 3000","  18.941"," 788.182"," 218.939","  16.785"," 696.719"," 193.533","104","0","   0.796","  33.021","   9.172","  28.000","  850"
"14:19:44:901","2517321927930210","  41.448","  94.000"," 3000","  18.960"," 790.018"," 219.449","  16.798"," 698.345"," 193.985","105","0","   0.734","  33.092","   9.192","  28.000","  850"
"14:19:45:001","2517322197189936","  41.547","  71.000"," 2900","  17.067"," 791.720"," 219.922","  14.805"," 699.822"," 194.395","105","0","   0.748","  33.166","   9.213","  28.000","  850"
"14:19:45:100","2517322465248876","  41.647","  99.000"," 3000","  18.915"," 793.598"," 220.444","  16.745"," 701.484"," 194.857","104","0","   0.679","  33.234","   9.232","  28.000","  850"
"14:19:45:205","2517322746495039","  41.751","  99.000"," 2800","  19.340"," 795.612"," 221.003","  17.210"," 703.277"," 195.355","105","0","   0.677","  33.304","   9.251","  28.000","  850"
"14:19:45:303","2517323011382679","  41.849","  99.000"," 3000","  18.808"," 797.458"," 221.516","  16.684"," 704.914"," 195.809","104","0","   0.663","  33.369","   9.269","  28.000","  850"
"14:19:45:403","2517323282506500","  41.949","  97.000"," 2900","  19.312"," 799.397"," 222.055","  17.172"," 706.638"," 196.288","105","0","   0.669","  33.436","   9.288","  28.000","  850"
"14:19:45:503","2517323551232988","  42.049","  93.000"," 2900","  18.281"," 801.217"," 222.560","  16.141"," 708.245"," 196.735","104","0","   0.687","  33.505","   9.307","  28.000","  850"
"14:19:45:600","2517323815220592","  42.147","  95.000"," 3000","  19.509"," 803.124"," 223.090","  17.270"," 709.933"," 197.204","105","0","   0.848","  33.588","   9.330","  28.000","  700"
"14:19:45:702","2517324090092724","  42.249","  99.000"," 3000","  20.264"," 805.187"," 223.663","  17.794"," 711.745"," 197.707","105","0","   1.131","  33.703","   9.362","  28.000","  850"
"14:19:45:802","2517324358489698","  42.348","  99.000"," 3000","  19.043"," 807.080"," 224.189","  16.900"," 713.425"," 198.174","105","0","   0.720","  33.774","   9.382","  28.000","  850"
"14:19:45:905","2517324636475737","  42.451","  84.000"," 3100","  18.288"," 808.963"," 224.712","  16.115"," 715.084"," 198.635","104","0","   0.698","  33.846","   9.402","  28.000","  850"
"14:19:46:005","2517324906478008","  42.551","  99.000"," 2900","  19.264"," 810.890"," 225.247","  17.133"," 716.798"," 199.110","105","0","   0.662","  33.913","   9.420","  28.000","  850"
"14:19:46:100","2517325164111663","  42.646","  99.000"," 2800","  19.081"," 812.710"," 225.753","  16.939"," 718.414"," 199.559","105","0","   0.668","  33.976","   9.438","  28.000","  850"
"14:19:46:202","2517325440172662","  42.749","  97.000"," 2900","  18.636"," 814.616"," 226.282","  16.502"," 720.101"," 200.028","104","0","   0.674","  34.045","   9.457","  28.000","  850"
"14:19:46:302","2517325708358979","  42.848","  99.000"," 2800","  19.081"," 816.511"," 226.809","  16.960"," 721.786"," 200.496","105","0","   0.661","  34.111","   9.475","  28.000","  850"
"14:19:46:401","2517325977728672","  42.948","  90.000"," 2700","  18.615"," 818.368"," 227.325","  16.459"," 723.428"," 200.952","105","0","   0.686","  34.179","   9.494","  28.000","  850"
"14:19:46:505","2517326256478113","  43.051","  99.000"," 2900","  18.847"," 820.314"," 227.865","  16.724"," 725.155"," 201.432","105","0","   0.659","  34.247","   9.513","  28.000","  850"
"14:19:46:602","2517326520766608","  43.149","  99.000"," 2800","  18.912"," 822.165"," 228.379","  16.773"," 726.797"," 201.888","104","0","   0.673","  34.313","   9.531","  28.000","  850"
"14:19:46:700","2517326782994769","  43.246","  95.000"," 2900","  19.839"," 824.092"," 228.915","  17.336"," 728.480"," 202.356","104","0","   1.042","  34.414","   9.560","  28.000","  850"
"14:19:46:803","2517327061394253","  43.349","  99.000"," 3000","  19.272"," 826.079"," 229.467","  17.117"," 730.245"," 202.846","105","0","   0.797","  34.497","   9.582","  28.000","  850"
"14:19:46:905","2517327336598866","  43.451","  89.000"," 2800","  18.355"," 827.950"," 229.986","  16.182"," 731.895"," 203.304","104","0","   0.682","  34.566","   9.602","  28.000","  850"
"14:19:47:002","2517327599462334","  43.548","  99.000"," 2800","  19.262"," 829.826"," 230.507","  17.111"," 733.561"," 203.767","104","0","   0.690","  34.633","   9.620","  28.000","  850"
"14:19:47:105","2517327876482589","  43.651","  99.000"," 2900","  18.971"," 831.772"," 231.048","  16.855"," 735.290"," 204.247","105","0","   0.661","  34.701","   9.639","  28.000","  850"
"14:19:47:200","2517328133317764","  43.746","  99.000"," 2900","  18.847"," 833.565"," 231.546","  16.719"," 736.880"," 204.689","105","0","   0.669","  34.765","   9.657","  28.000","  850"
